,1A1,1A2,1A3,1A4,1A5,1A6,1A7,1A8,1A9,1A10,1A11,1A12,1A13,1A14,1A15,1A16,1A17,1A18,1A19,1A20,1A21,1A22,1A23,1A24,1A25,1A26,1A27,1A28,1A29,1A30,1A31,1A32,1B1,1B2,1B3,1B4,1B5,1B6,1B7,1B8,1B9,1B10,1B11,1B12,1B13,1B14,1B15,1B16,1B17,1B18,1B19,1B20,1B21,1B22,1B23,1B24,1B25,1B26,1B27,1B28,1B29,1B30,1B31,1B32,1C1,1C2,1C3,1C4,1C5,1C6,1C7,1C8,1C9,1C10,1C11,1C12,1C13,1C14,1C15,1C16,1C17,1C18,1C19,1C20,1C21,1C22,1C23,1C24,1C25,1C26,1C27,1C28,1C29,1C30,1C31,1C32,1D1,1D2,1D3,1D4,1D5,1D6,1D7,1D8,1D9,1D10,1D11,1D12,1D13,1D14,1D15,1D16,1D17,1D18,1D19,1D20,1D21,1D22,1D23,1D24,1D25,1D26,1D27,1D28,1D29,1D30,1D31,1D32,1E1,1E2,1E3,1E4,1E5,1E6,1E7,1E8,1E9,1E10,1E11,1E12,1E13,1E14,1E15,1E16,1E17,1E18,1E19,1E20,1E21,1E22,1E23,1E24,1E25,1E26,1E27,1E28,1E29,1E30,1E31,1E32,1F1,1F2,1F3,1F4,1F5,1F6,1F7,1F8,1F9,1F10,1F11,1F12,1F13,1F14,1F15,1F16,1F17,1F18,1F19,1F20,1F21,1F22,1F23,1F24,1F25,1F26,1F27,1F28,1F29,1F30,1F31,1F32,1G1,1G2,1G3,1G4,1G5,1G6,1G7,1G8,1G9,1G10,1G11,1G12,1G13,1G14,1G15,1G16,1G17,1G18,1G19,1G20,1G21,1G22,1G23,1G24,1G25,1G26,1G27,1G28,1G29,1G30,1G31,1G32,1H1,1H2,1H3,1H4,1H5,1H6,1H7,1H8,1H9,1H10,1H11,1H12,1H13,1H14,1H15,1H16,1H17,1H18,1H19,1H20,1H21,1H22,1H23,1H24,1EX1,1EX2,1EX3,1EX4,1EX5,1EX6,1EX7,1EX8,Ana1-2,Ana3-4,Ana5-6,Ana7-8,Ana9-10,Ana11-12,Ana13-14,Ana15-16,Status
185913,874.8577575598828,-30.765569076868267,-406.9523739786353,-15144.112643427408,-16737.234699740093,-2996.1663397649713,-27301.746429189825,-7194.533582242343,-9003.905238980366,6174.129215844228,-4495.75731889947,9330.18588424837,-10995.589058851541,6916.065344933591,970.2325813312895,-804.6703890961622,1791.637313582739,4269.445235219316,1176.3572004650373,2185.449085918016,35870.23059494678,-3421.4155540117936,-6789.159331271607,-330.42126538880086,7830.719904882904,-6152.816757072015,10349.965249953584,-27470.527367325267,-5251.724672062674,469.32725687785666,8071.625709749802,-5194.287278192475,4938.225249482708,-8577.249777331934,-16119.860840491105,-11551.369281910018,28181.776051269535,-6885.815402675591,5687.161365637862,-495.2022109152187,7184.0023498536575,-8174.313021857321,-483.7647320487918,4095.3830568422727,-10112.184441160227,-8793.874377064369,-2950.63517389507,-14249.270546869666,-11966.681014518797,2613.6670446793482,-3226.6346639176986,-16288.516778857515,5837.28608824528,3966.6020447970673,-10653.089691703895,-1769.0436071779477,25431.812382508066,-2133.8866830400616,-6849.690469425347,21420.569794271578,-11422.494520038037,-1296.825729717356,10246.527941079616,-5429.099344319065,-2795.2292110460508,-4401.163743684513,7448.126861818248,15032.612847603135,4291.163945088623,6986.752714321181,7097.127510376426,12303.524140270005,25470.906060272817,-10875.33928104277,17995.607372737373,-5029.1938332434775,36513.16690696281,13768.927682574255,26931.247111931272,11786.306345957897,10947.339146157454,272.35887082570196,19188.573918436407,22418.005451262325,8204.875463537901,-1164.325974543449,-131.85913228148834,6764.378125213275,13850.5837816944,-720.1705452305386,-1699.5124856539044,-2209.7302929002203,290.4838373353402,12434.711397869076,-1719.1686993341846,24587.938941773114,-6746.346910378151,-3027.85378121458,-2826.572903130822,-19451.10468519358,-3746.5712032062515,-5129.63114766068,-6719.565709863047,5640.161452481835,6215.347889682526,18896.2619585551,-6067.879414014779,-5763.911225671243,4958.4127121813735,2500.354754051851,-13454.397015595256,4042.320654888194,-4525.101014679729,-5697.286348777194,8901.15542698833,30313.45961245654,10477.558764192987,-5464.7867783776965,804.9516367287437,9698.56020358564,2598.7920721645414,1177.169698963745,-614.420740629477,7980.344628414194,9227.873573295688,-7464.564333293694,4901.100318080207,16511.016365886713,12179.024370314146,1449.7004453957363,2181.136593886413,2356.0112707621633,-5023.725093348328,875.7015060008488,11181.43246361211,1164.3259726957085,-3470.9779624329767,5766.848718395755,-4349.10133988269,2446.1986041187424,-4006.539472850528,-3625.9776760326413,-2374.042489292768,-388.67115775770714,2251.323964197874,4986.256410733249,4245.289029853884,4916.0690404217885,1695.9187404464942,-2117.449213412355,-1575.2627152361085,14197.301891046876,426.9835851182708,-5813.317384381136,1015.326248009579,-4491.85107611722,-5019.725100739304,-5829.036105336909,3051.5412355984013,-3231.13465560285,8237.719152851056,8559.593558108425,14322.957908866283,6153.723003549757,51.640528657469645,17913.73252402142,7870.751080915398,9926.716032011274,19651.635562815405,10025.68459914235,7206.783557759737,14097.145826109996,5105.474940447508,909.8576928888394,10354.840240945832,8260.28161116133,-281.2963561592297,10472.683773200739,11433.775747345435,1992.761941955207,17290.858674935025,12963.429170932126,12086.930790479828,8549.999825835219,695.7955884215604,2237.230240239517,5068.350009045007,13345.053465786785,7706.6576341186565,7572.845381369913,12808.866956524073,12272.430447723298,-3480.4154449948915,-334.9837569584684,1835.8247319355464,3164.291027265254,-180.45279249267358,-5496.72421936537,4605.225864781492,9443.93567406748,-614.295740860445,9362.623324312171,-3699.94628935732,-3818.2585707460967,-4182.007898629181,-892.7327263791976,-6669.59705219251,-10671.58965752063,-3048.072493855504,6467.40992393553,-6180.316706259053,1526.5440534081508,-4445.694911402159,-1861.6684360306506,-5948.8796338963275,19840.260214284674,8715.374520264539,13000.210352969789,10417.27762557731,-2035.5118648118876,2993.760092363365,13033.929040666168,11648.900349849486,1662.8563015375335,-6493.31612791515,2856.7290955620483,-5476.974255858316,-23518.534669609944,-3848.1960154292574,12853.616873837525,463.5460175601272,-11275.526041598678,-2521.167217443418,-1070.2011484623622,5276.255874887461,-7039.4401188159045,-3564.0090405350334,-14912.331821699845,-1810.1685311894717,-6666.409558082195,-1281.7945074912595,7145.877420298902,-4258.726506872563,-377.7961778519242,-11313.40097161537,-2397.511195928524,-3060.822470296767,-1820.8560114417066,9330.748383209015,5818.379873179191,-10581.808573413404,9886.3723565562,620.0144784459178,3931.102110391983,6264.2852992585495,-11991.524718613904,-1031637.9685186134,57.458880987848666,-137.5675283417093,-262.4988712374164,-582.4566234626815,344.514867336,478.98295396420383,64.6114387872212,-1
185914,870.5140155860213,-39.328053255559425,-418.6711023253842,-15154.612624026095,-16744.2971866904,-2996.1663397649713,-27303.590175783047,-7199.56482294588,-9008.123981185196,6157.222997082652,-4511.694789451049,9319.935903187748,-10996.495307177023,6915.815345395527,965.3888402813,-807.701633495188,1780.012335062764,4252.320266861933,1166.48221871151,2186.230334474466,35870.01184535097,-3424.290548699529,-6791.378077171925,-339.17124922104,7818.313677806479,-6158.66049627426,10349.496500819714,-27474.99610906816,-5253.755918309444,460.6397729301335,8069.406963849485,-5196.974773226663,4937.037751676904,-8577.656026581288,-16120.267089740459,-11552.369280062274,28179.557305369217,-6884.721654696561,5689.255111769148,-494.29596258973675,7187.1898439639735,-8174.938020702481,-482.7334839542779,4099.78929870065,-10107.684449475075,-8790.499383300505,-2944.947684404114,-14246.301802355156,-11961.18102468139,2616.76078896289,-3225.6034158231846,-16291.173023949445,5839.31733449205,3969.602039253835,-10649.12094903713,-1764.262366012474,25432.53113118,-2136.4804282474756,-6857.28420539404,21423.03853970996,-11419.18202615869,-1294.1382346831683,10243.152947315752,-5437.661828497756,-2802.0104485160364,-4408.85122947998,7443.189370941484,15027.456607130565,4289.976447282819,6982.658971885383,7093.283767478692,12297.80540083679,25465.90606951154,-10880.964270649209,17987.98238682642,-5034.2563238892735,36507.0731682225,13764.583940600394,26927.99711793644,11782.712602598229,10943.65165297101,263.8276365892688,19183.261428252546,22413.38045980814,8203.094216829195,-1169.8884642653725,-137.3591221188958,6758.315636415223,13846.146289893766,-725.1080361073022,-1702.2937305148662,-2214.980283199564,284.6088481908368,12429.867656819086,-1726.0124366886857,24580.720205111516,-6749.003155470081,-3034.8850182226292,-2836.0728855772527,-19461.729665561295,-3751.664943794305,-5133.881139807767,-6733.1906846875345,5630.88021963121,6213.72289268511,18865.793264853553,-6089.160624692476,-5775.0987049996065,4962.53770455943,2505.6359942934528,-13465.365745327814,4020.508195192112,-4535.913494700996,-5705.661333302337,8902.061675313813,30322.272096173296,10484.152502009423,-5455.318045873524,805.2641361513237,9695.310209590807,2592.2920841748783,1178.232197000517,-615.5144886085069,7977.688383322264,9225.592327510854,-7467.408078039172,4898.162823507956,16507.391372584785,12176.243125453184,1450.5754437789603,2185.1053365531784,2356.8862691453874,-5025.818839479614,876.8890038066527,11171.776231454389,1161.6384776615207,-3475.60295388716,5763.379974805117,-4353.507581741068,2442.667360643589,-4010.5082155172936,-3628.883920662635,-2376.729984326956,-392.3586509441508,2249.167718182072,4983.818915237125,4241.945286032278,4914.1627939440505,1692.8874960474686,-2120.8242071762193,-1578.7314588267463,14193.801897513982,423.7648410656971,-5815.9111295885505,1012.7950026866813,-4494.35107149786,-5022.412595773492,-5830.473602680777,3048.5099911993752,-3238.6971416292854,8236.281655507188,8560.062307242295,14321.989160656285,6153.785503434273,52.515527040693556,17913.295024829808,7869.813582647658,9922.122290499348,19642.698079329617,10004.840887656266,7194.064831260733,14081.770854519062,5069.975006042423,890.5452285733973,10347.496504515202,8255.406620169082,-284.5463501540614,10471.340025683645,11437.244490936071,1989.3556982490854,17289.608677244705,12962.74167220245,12086.58704111499,8548.749828144899,693.3580929254366,2233.2302476304935,5065.725013895335,13342.678470175177,7703.563889835114,7566.65789280283,12798.116976387322,12268.3367052875,-3486.352934023911,-339.35874887458795,1831.9497390955548,3160.3847844830043,-184.04653585234323,-5501.599210357617,4601.632121421823,9440.4981804191,-616.7019864143108,9359.810829508951,-3705.5712789637596,-3824.44605931318,-4185.91414141143,-895.5139712401593,-6674.12829381992,-10676.933397646748,-3052.9474848477516,6461.659934560058,-6187.129193671296,1521.2003132820334,-4447.851157417961,-1866.98092621451,-5939.379651449896,19834.760224447266,8711.999526500675,12995.897860938185,10412.621384180868,-2040.355605861877,2987.8226033343453,13029.429048981016,11644.994107067236,1663.7937998052735,-6499.628616251265,2850.6041068794807,-5482.099246388627,-23522.62841204574,-3852.727257056667,12847.116885847861,457.2960291085278,-11283.057277682856,-2529.167202661465,-1076.7948862787996,5267.193391632642,-7045.846356978794,-3571.8527760417905,-14919.269308881121,-1817.4497677355848,-6672.065797630892,-1289.9819923628547,7139.8149315008495,-4266.788991975126,-382.0774199412698,-11320.963457641807,-2405.4174313197973,-3067.666207651268,-1828.6684970062058,9327.435889329667,5813.504882186944,-10587.18356348178,9877.684872608477,617.5144830652781,3928.383365415537,6256.066564444696,-11998.212206257116,-1031775.2976283614,56.505206614599,-148.53478363408055,-266.7904059170399,-573.3967169168095,347.8527276423739,488.5196976967006,61.273578480847355,-1
185915,876.6702542108467,-36.890557759435666,-417.07735527022635,-15153.862625411904,-16742.92218923105,-2996.5100891298093,-27299.77768282757,-7195.471080510083,-9003.967738864882,6155.473000316204,-4513.913535351367,9320.185902725812,-10996.651556888313,6918.502840429715,968.9825836409696,-801.6703946393945,1781.262332753084,4247.132776447106,1161.7634774305527,2185.1990863799524,35873.19933946129,-3419.4468076495396,-6785.784337507743,-338.827499856202,7815.001183927132,-6156.473000316201,10351.808996546806,-27470.058618191397,-5248.380928241068,464.5460157123831,8072.344458421736,-5193.506029636025,4942.662741283343,-8570.343540092916,-16112.14210475338,-11545.494292765514,28189.02603787339,-6878.284166591414,5696.755097911067,-486.95222615910745,7194.189831029765,-8166.969285426691,-473.8897502952648,4107.758033976439,-10099.715714199287,-8783.874395541809,-2932.4164575586574,-14234.426824297117,-11949.368546507867,2628.3857674828646,-3215.134685166756,-16279.641795256242,5849.067316476545,3980.539519044134,-10635.745973750707,-1750.1998919963755,25445.968606350936,-2121.886705212991,-6843.440480973747,21435.22601719058,-11407.744547292263,-1280.6070096854555,10256.371672890884,-5424.2243533268165,-2801.2604499018444,-4406.601233637405,7446.1581154559935,15032.206598353781,4295.226437582163,6988.658960798919,7097.440009799006,12302.711641771297,25468.781064199273,-10880.089272265985,17992.51362845383,-5029.6938323196055,36512.26065863733,13770.615179456187,26933.122108466752,11785.681347112737,10948.745393559064,269.7651256182882,19188.448918667375,22417.817951608777,8205.219212902739,-1168.7947162863425,-130.48413482213647,6764.253125444243,13849.302534061822,-723.9517882437563,-1699.0749864622926,-2208.7615446902223,286.95259386018654,12433.430150236498,-1722.2936935599841,24583.845199337316,-6740.034422042036,-3026.478783755228,-2828.1041503014635,-19455.042177918087,-3740.602464234974,-5122.193661403277,-6716.034466387894,5645.84894197279,6216.629137315104,18860.074525420343,-6086.160630235708,-5769.6612150467145,4970.943939026831,2507.323491175385,-13469.584487532644,4014.008207202449,-4531.132253535522,-5698.973845659126,8903.124173350585,30317.05335581621,10483.308753568457,-5451.16180355321,811.1391252958271,9699.1852024308,2596.16707701487,1177.700947982131,-612.4207443249652,7981.188376855159,9228.436072256332,-7465.751831099498,4902.537815424075,16511.23511548252,12180.274368004464,1455.6066844824977,2187.011583030916,2360.730012043121,-5020.787598776076,875.6702560585908,11190.213697386605,1169.45096322602,-3468.5404669368527,5771.223710311874,-4346.788844155599,2449.3235983445425,-4003.4144786247284,-3621.1964348671677,-2371.6674936811605,-384.7961649177155,2255.4802065181875,4990.693902533885,4249.132772751617,4920.25653268436,1700.8562313232578,-2113.9179699372016,-1572.731469913211,14200.551885041708,431.0460776118104,-5807.911144370503,1020.3887386553746,-4487.444834258843,-5014.068861190607,-5824.098614460146,3057.5724744541944,-3233.00965213833,8242.03164488266,8566.84354471228,14328.864147953043,6160.754240557806,59.92176335583883,17921.38875987463,7879.313565094089,9931.434773292232,19653.13556004379,10019.497110575267,7208.783554064249,14093.114583558716,5089.1937205310915,902.5139564582101,10356.371488116474,8262.125357754552,-276.9213642431101,10479.152511248143,11442.74448077348,1995.6994365274588,17295.577416215983,12968.772911058244,12091.337032338206,8551.593572890377,699.1080823009081,2236.480241625325,5070.318755407261,13348.897208684519,7711.563875053162,7572.720381600881,12805.210713279888,12274.180444489746,-3482.5091911261775,-335.2025065542744,1834.1372350536146,3162.6347803255803,-180.35904266589958,-5497.599217748593,4604.63211587859,9442.52942666587,-614.545740398509,9362.81082396572,-3701.852535835058,-3821.0085656648002,-4182.257898167245,-892.6389765524236,-6672.003297746376,-10674.40215232385,-3050.9162386009816,6463.316181499732,-6185.566696558396,1522.9815599907392,-4446.851159265705,-1862.8559338364544,-5932.629663922169,19838.322717864678,8716.187018763247,12999.835353662693,10416.590126847634,-2038.5118592686551,2988.7601016020853,13030.554046902304,11646.431604411104,1663.8562996897895,-6493.15987820386,2855.6040976407603,-5477.318005223154,-23519.37841805091,-3852.602257287635,12849.304381805921,461.79602079367936,-11277.651037672222,-2524.5109612650235,-1072.294894593648,5274.505878121013,-7038.8463699130025,-3567.165284703091,-14915.769315348225,-1815.731020911395,-6666.159558544131,-1284.0445033338353,7149.783663081151,-4262.913999135135,-372.4524377258067,-11313.307221788597,-2400.4174405585177,-3060.447470989671,-1821.8560095939624,9332.717129571269,5814.629880108232,-10582.683571796628,9881.55986544847,620.0457283881758,3933.6333557148805,6258.566559825336,-11991.774718151968,-1031664.6714010644,51.2599975617258,-144.24324895445702,-276.32714964953664,-582.9334606493063,343.56119296275034,492.33439518969925,61.273578480847355,-1
185916,872.2015124679531,-37.10930735524165,-416.3586065982924,-15153.362626335776,-16741.79719130976,-3001.4788299488305,-27300.09018225015,-7200.439821329104,-9007.28023274423,6162.035488190384,-4509.3197938394405,9322.68589810645,-10996.964056310893,6918.096591180361,963.3888439767882,-806.4828857471261,1783.8560779604975,4253.320265014189,1166.0134695776403,2181.2615936554444,35870.886843734195,-3423.978049276949,-6791.534326883215,-339.9837477197479,7808.93869512908,-6151.035510363309,10346.3090067094,-27471.777365015587,-5250.912173563966,466.3585123633469,8072.28195853722,-5196.287274496987,4940.475245325284,-8572.593535935492,-16114.423350538213,-11547.838038434864,28187.65104041404,-6879.627914108508,5695.005101144619,-488.9209725213613,7190.033588709451,-8169.688030403137,-473.6710006994588,4106.070537094508,-10105.059454325403,-8786.249391153417,-2931.9477084247874,-14233.364326260345,-11948.962297258513,2629.0107663280246,-3216.8534319909454,-16279.954294678822,5847.879818670741,3979.539520891878,-10636.120973057803,-1749.0748940750875,25446.468605427064,-2120.8867070607353,-6841.659234265042,21433.694770019938,-11408.775795386777,-1279.4195118796517,10258.809168387008,-5422.130607195531,-2802.3229479386164,-4408.882479422238,7442.93937140342,15030.706601125397,4294.663938621519,6985.940215822473,7095.9087626283645,12301.461644080977,25466.5310683567,-10885.370512507587,17991.013631225447,-5031.2875793747635,36509.6044135454,13769.865180841995,26931.340861758046,11784.556349191449,10945.870398871328,266.9526308150685,19187.355170688345,22415.630455650717,8202.625467695325,-1172.5447093573023,-130.48413482213647,6763.159377465213,13846.646288969894,-727.045532527298,-1704.5749762997,-2207.6677967111928,286.10884541922064,12430.617655433278,-1722.7936926361122,24582.938951011834,-6739.97192215752,-3026.385033928454,-2826.197903823726,-19451.667184154223,-3739.1024670065904,-5123.381159209081,-6715.253217831444,5656.5676721672835,6223.2228751315415,18884.980729399966,-6067.098165458329,-5765.661222437691,4977.412677074236,2493.542266639608,-13464.02199781072,4036.6019154549804,-4528.038509251981,-5696.380100451712,8900.092928951559,30304.55337891301,10481.152507552655,-5454.59929720159,796.5454022613425,9692.872714094683,2593.1045826735863,1169.91971235989,-617.8269843355986,7978.157132456134,9225.717327279886,-7467.564327750462,4901.412817502787,16509.48511871607,12175.899376088346,1450.4816939521863,2181.136593886413,2357.3862682215154,-5023.506343752522,871.0140146621492,11189.588698541445,1164.3884725802245,-3471.7592109894263,5767.129967876077,-4350.19508786172,2446.4173537145484,-4005.008225679886,-3622.4151826152297,-2374.448738542122,-386.9836608757753,2252.0114629275495,4987.600158250343,4246.257778063882,4916.4752896711425,1697.168738136814,-2116.1367158375197,-1574.5752165064328,14198.33313914139,427.8273335592367,-5810.036140444047,1020.7637379624705,-4487.788583623681,-5015.568858418991,-5823.09861630789,3053.822481383235,-3236.2596461331614,8241.687895517822,8565.031048061315,14328.489148645947,6158.847994080068,59.07801491487292,17922.29500820011,7879.626064516669,9931.372273407716,19654.729307098944,10023.434603299775,7214.752293035526,14094.208331537746,5099.756201014294,905.2014514923978,10355.121490426154,8258.937863644236,-278.202611875688,10477.621264077503,11433.775747345435,1992.949441608755,17292.608671701473,12965.741666659218,12088.212038112406,8548.437328722319,699.920580799616,2230.8240020766275,5069.693756562101,13346.740962668717,7709.032629730264,7570.314136047015,12803.835715820536,12271.742948993622,-3487.352932176167,-339.9212478352319,1830.574741636203,3159.0097870236527,-186.07778209911302,-5501.005461454715,4599.850874713117,9438.904433363941,-618.7332326610806,9359.935829277983,-3704.0087818508596,-3823.727310641246,-4185.28914256627,-896.1389700853193,-6674.159543762178,-10676.652148166426,-3052.2287361758176,6460.159937331675,-6186.59794465291,1520.7940640326794,-4451.44490077763,-1865.5746788129002,-5935.535908552162,19835.541473003716,8711.874526731643,12996.554109725603,10413.933881755704,-2040.793105053489,2987.1976044891853,13029.304049211984,11644.61910776014,1649.6375759624007,-6492.972378550312,2855.2603482759223,-5477.53675481896,-23519.94091701155,-3854.039754631503,12848.960632441083,461.2022718907774,-11277.151038596094,-2524.6984609185715,-1072.013645113326,5276.193375002945,-7038.4713706059065,-3567.790283548251,-14917.113062865319,-1816.449769583329,-6667.315806407677,-1284.7632520057691,7146.752418682125,-4266.007743418677,-373.7024354161266,-11314.994718670529,-2400.5736902698077,-3059.041223588061,-1820.1997626542886,9330.310884017403,5813.004883110816,-10584.089819198238,9883.184862445885,616.2019854904422,3938.445846822612,6254.535317274054,-11996.024710299056,-1031665.148238251,52.69050912160031,-137.09069115508447,-270.6051034100386,-584.3639722091808,350.2369135754981,492.8112323763241,65.56511316047089,-1
252603,1142.2010135770465,907.7951966998116,94.64044920447343,-13726.209013355314,-14985.206687045495,-2281.1989108442594,-24396.189297925786,-4616.97584491824,-7081.502541095168,6412.003776312101,-4239.914041633249,11024.901502841802,-8218.812939632708,7098.94000702739,1524.450307276865,-443.17105705565376,1761.1686198811917,5270.162136147152,1248.7633166768162,3635.7589061116537,33745.79702036363,-3196.8534689458274,-5519.099178022096,133.04662823955167,8618.593449091522,-4131.476741998,11016.464018432143,-25300.781376468025,-4731.881882600895,-100.67168990800741,8923.124136395703,-2669.6044431689033,5977.317079503364,-6259.754059478881,-16120.923338527877,-11776.77511541695,24365.626852549725,-6555.5972628353375,7839.5011386574015,-1010.5450086918461,7009.6589219962925,-8346.843953063722,-7.953111228530506,3494.3216674519595,-10367.590219234835,-7837.001145124502,-1877.387156986423,-12224.711787743077,-9650.622794009612,2213.3240344121496,-3713.446264412775,-15494.393246197296,6059.535677584154,3761.9774228917036,-8320.844001105068,-85.79671739320086,24042.47119965978,-2490.2297746080008,-5993.598301267521,21604.44445451763,-8501.124917991452,-863.2952807721646,10519.402436876444,-5121.849912038439,-2406.542429241085,-3974.3207823825333,4755.600586926974,15829.673874835604,5219.9434789385505,9160.654947498737,7555.814162839305,12739.898333960675,25911.186496745737,-9430.935699935893,17994.5448747006,-2771.760504410295,38333.75729297145,13961.271077172227,27339.777607070067,11901.86863242797,11211.026158930432,1393.9505484074698,20057.416063035493,23187.66027913453,8999.717744870053,-179.35904451364368,-637.9519471497487,7806.219950152635,14879.550630423466,-206.07774514423105,-297.57757607564605,-1569.1064766112831,2141.5116671032724,13053.335254808384,-1164.5447241392549,25087.438018824938,-6916.909095222299,-3048.60374287389,-1299.4507248670277,-16751.234673871673,-4142.007972538945,-4404.413737679345,-6376.160094389919,6019.785751031982,6405.503788322438,17295.421166504693,-6024.34824444939,-5107.818687964598,5711.098821407488,2802.6354455134556,-11681.525291414575,3898.53967055915,-4087.914322490352,-3708.040024402141,8936.43661179761,31173.23927380081,10531.246164992224,-5132.724891944222,1265.2320362467806,10402.058903697665,3679.2588257347857,1128.357289156754,-481.95223539782796,8067.094468122393,9899.716081900366,-6427.7224991156145,5815.723628087262,15623.236756279277,11575.744235023514,2084.44927254017,1616.762636706988,3198.9784631716307,-4227.72656415263,1723.0749402686936,11403.057054105824,1395.1067962710158,-2852.604105031733,6624.472133724223,-3685.4150662073516,2915.6977366028887,-3645.7276395396952,-3199.665963749047,-1872.2621664561116,46.42178830038416,2605.542059692269,5414.849368801677,4715.350661298674,5006.037624182562,1793.4498102337027,-1542.5440256919858,-1323.6694301169753,14771.988329171441,538.7646285751258,-5496.880469076659,1137.3260225847991,-4078.4455899861787,-4684.6319699068035,-5415.255619898771,3037.6662612358505,-3067.697457593526,7650.282738285229,8203.000467002421,14328.020399512077,6708.596978282751,740.014256716626,17835.42016872288,8237.406653428476,10334.996527612004,19412.51100465721,10087.090735679314,7701.28264405028,13791.240141346465,4985.787661599379,817.6078633432325,10126.059413675037,8209.219205511763,398.98363685510554,10651.558442685513,12065.430830206325,2407.6049254301165,18562.481325297438,12738.367086790033,11754.58765456603,8886.905453318685,1710.9187127303328,1835.2309830326446,5961.1296094137215,13078.428958441555,8274.875334195815,8286.62531248482,12680.710943324028,12699.71090821689,-2642.1357439241237,416.98360359571177,2423.136146732341,3640.1026480855153,462.01477038948536,-5081.287486987559,5184.287294822176,9642.591557001566,-268.077630584097,9955.997227907017,-3557.35280283408,-3365.790656792559,-4111.851778259977,-669.8581381951635,-5664.442659464039,-9601.872884087137,-2603.760814831304,7348.533295842011,-5084.193731617552,2132.4804337907112,-4272.788980888662,-1669.7000407397754,-4619.31959058759,19203.855140200565,9332.342130264173,13689.240329816363,11468.994432270198,-1013.0137541302279,4254.632762589025,13563.678061823732,12319.617860532873,1677.825023879114,-6511.003595233176,2093.9180050443433,-5321.318293471233,-21176.476497142103,-3854.321004111825,13800.927623446443,1025.482479243428,-8991.342762192651,-2460.5423294629036,1014.5137495108711,5821.879866712087,-5989.035809697853,-2417.07365978203,-12764.679540019006,-1854.3559495422792,-5805.317399163089,-669.7643883683895,7569.189138125727,-3420.6968053398596,909.4514436394854,-7315.595858549823,-1230.0133531697586,-2375.604986405668,-860.4827859689448,10487.558745715545,6124.848056903367,-9498.37307532865,10959.307874042266,2117.386711680099,4851.319160063218,6462.753682539088,-12830.179418991767,-1026958.7652062639,47.92213725535194,-145.67376051433152,-267.74408029028956,-582.4566234626815,346.42221608249935,489.9502092565751,62.704090040721866,1
